Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty,Package,Series,"Part Status","Type","Circuit","Independent Circuits","Current - Output High, Low","Voltage Supply Source","Voltage - Supply","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
"https://assets.nexperia.com/documents/data-sheet/74HC_HCT138.pdf","//media.digikey.com/Photos/Nexperia/MFG_SO16_SOT109-1.jpg","1727-4302-ND","74HCT138D,652","Nexperia USA Inc.","Nexperia USA Inc.","IC DECODER/DEMUX 1 X 3:8 16SO","882","0.62","0","1","Tube","74HCT","Active","Decoder/Demultiplexer","1 x 3:8","1","4mA, 4mA","Single Supply","4.5V ~ 5.5V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SO"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc1g18","//media.digikey.com/Renders/Texas%20Instr%20Renders/296~4093553-4~DCK~6~Top.jpg","296-15569-2-ND,296-15569-1-ND,296-15569-6-ND","SN74LVC1G18DCKR","Texas Instruments","Texas Instruments","IC DEMULTIPLEXER 1 X 1:2 SC70-6","17,746","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LVC","Active","Demultiplexer","1 x 1:2","1","32mA, 32mA","Single Supply","1.65V ~ 5.5V","-40°C ~ 85°C","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-70-6"
"https://toshiba.semicon-storage.com/info/docget.jsp?did=37241&prodName=74HC151D","//media.digikey.com/Renders/Toshiba%20Renders/264;16SOIC-3.9;;16.jpg","74HC151DTR-ND,74HC151DCT-ND,74HC151DDKR-ND","74HC151D","Toshiba Semiconductor and Storage","Toshiba Semiconductor and Storage","IC MULTIPLEXER 1 X 8:1 16SOIC","11,706","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Multiplexer","1 x 8:1","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"https://toshiba.semicon-storage.com/info/docget.jsp?did=37370&prodName=74HC237D","//media.digikey.com/Renders/Toshiba%20Renders/264;16SOIC-3.9;;16.jpg","74HC237DTR-ND,74HC237DCT-ND,74HC237DDKR-ND","74HC237D","Toshiba Semiconductor and Storage","Toshiba Semiconductor and Storage","IC DECODER 1 X 3:8 16SOIC","4,833","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Decoder/Demultiplexer","1 x 3:8","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"https://toshiba.semicon-storage.com/info/docget.jsp?did=37298&prodName=74HC238D","//media.digikey.com/Renders/Toshiba%20Renders/264;16SOIC-3.9;;16.jpg","74HC238DTR-ND,74HC238DCT-ND,74HC238DDKR-ND","74HC238D","Toshiba Semiconductor and Storage","Toshiba Semiconductor and Storage","IC DECODER 1 X 3:8 16SOIC","3,938","0.59","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Decoder/Demultiplexer","1 x 3:8","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"https://www.onsemi.com/pdf/datasheet/nc7sv157-d.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg","NC7SV157P6XTR-ND,NC7SV157P6XCT-ND,NC7SV157P6XDKR-ND","NC7SV157P6X","ON Semiconductor","ON Semiconductor","IC MULTIPLEXER 1 X 2:1 SC88","2,834","0.71","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","7SV","Active","Multiplexer","1 x 2:1","1","24mA, 24mA","Single Supply","0.9V ~ 3.6V","-40°C ~ 85°C","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-88 (SC-70-6)"
"http://toshiba.semicon-storage.com/info/docget.jsp?did=20215&prodName=TC7W66FK","//media.digikey.com/Renders/Toshiba%20Renders/8-SOP.jpg","TC7W66FULFTR-ND,TC7W66FULFCT-ND,TC7W66FULFDKR-ND","TC7W66FU,LF","Toshiba Semiconductor and Storage","Toshiba Semiconductor and Storage","IC BILATERAL SWITCH 1 X 1:1 SM8","7,195","0.61","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TC7W","Active","Bilateral, FET Switches","1 x 1:1","2","-","Single Supply","2V ~ 12V","-40°C ~ 85°C","Surface Mount","8-TSSOP, 8-MSOP (0.110"", 2.80mm Width)","SM8"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc157a","//media.digikey.com/Renders/Texas%20Instr%20Renders/16-TSSOP.jpg","296-1225-2-ND,296-1225-1-ND,296-1225-6-ND","SN74LVC157APWR","Texas Instruments","Texas Instruments","IC MULTIPLEXER 4 X 2:1 16TSSOP","6,378","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LVC","Active","Multiplexer","4 x 2:1","1","24mA, 24mA","Single Supply","2V ~ 3.6V","-40°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"https://www.ti.com/lit/ds/scls266m/scls266m.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-14701-2-ND,296-14701-1-ND,296-14701-6-ND","SN74AHCT138DR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16SOIC","5,301","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74AHCT","Active","Decoder/Demultiplexer","1 x 3:8","1","8mA, 8mA","Single Supply","4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lv138a","//media.digikey.com/Renders/Texas%20Instr%20Renders/16-TSSOP.jpg","296-3780-2-ND,296-3780-1-ND,296-3780-6-ND","SN74LV138APWR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16TSSOP","5,370","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LV","Active","Decoder/Demultiplexer","1 x 3:8","1","12mA, 12mA","Single Supply","2V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"https://www.ti.com/lit/ds/scls396i/scls396i.pdf","//media.digikey.com/Renders/Texas%20Instr%20Renders/16-TSSOP.jpg","296-3782-2-ND,296-3782-1-ND,296-3782-6-ND","SN74LV139APWR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X2:4 16TSSOP","6,272","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LV","Active","Decoder/Demultiplexer","1 x 2:4","2","12mA, 12mA","Single Supply","2V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74cbt1g125","//media.digikey.com/Renders/Texas%20Instr%20Renders/296~4073253-4~DBV~5.JPG","296-1164-2-ND,296-1164-1-ND,296-1164-6-ND","SN74CBT1G125DBVR","Texas Instruments","Texas Instruments","IC BUS SWITCH 1 X 1:1 SOT23-5","5,093","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74CBT","Active","Bus Switch","1 x 1:1","1","-","Single Supply","4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","SC-74A, SOT-753","SOT-23-5"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74ahc138","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-4540-2-ND,296-4540-1-ND,296-4540-6-ND","SN74AHC138DR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16SOIC","4,528","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74AHC","Active","Decoder/Demultiplexer","1 x 3:8","1","8mA, 8mA","Single Supply","2V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"https://www.onsemi.com/pdf/datasheet/nc7sz18-d.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-363%20PKG.jpg","NC7SZ18P6XTR-ND,NC7SZ18P6XCT-ND,NC7SZ18P6XDKR-ND","NC7SZ18P6X","ON Semiconductor","ON Semiconductor","IC DEMULTIPLEXER 1 X 1:2 SC88","9,579","0.58","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","7SZ","Active","Demultiplexer","1 x 1:2","1","32mA, 32mA","Single Supply","1.65V ~ 5.5V","-40°C ~ 85°C","Surface Mount","6-TSSOP, SC-88, SOT-363","SC-88 (SC-70-6)"
"https://www.onsemi.cn/pdf/datasheet/nc7sz66-d.pdf","//media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;-MKT-MAC06A;-L6;-6.jpg","NC7SZ66L6XTR-ND,NC7SZ66L6XCT-ND,NC7SZ66L6XDKR-ND","NC7SZ66L6X","ON Semiconductor","ON Semiconductor","IC BUS SWITCH 1 X 1:1 6MICROPAK","22,303","0.62","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","7SZ","Active","Bus Switch","1 x 1:1","1","-","Single Supply","1.65V ~ 5.5V","-40°C ~ 85°C","Surface Mount","6-UFDFN","6-MicroPak"
"https://www.ti.com/lit/ds/scls107f/scls107f.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-1193-2-ND,296-1193-1-ND,296-1193-6-ND","SN74HC138DR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16SOIC","11,495","0.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Decoder/Demultiplexer","1 x 3:8","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74hct138","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-14863-2-ND,296-14863-1-ND,296-14863-6-ND","SN74HCT138DR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16SOIC","5,138","0.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HCT","Active","Decoder/Demultiplexer","1 x 3:8","1","4mA, 4mA","Single Supply","4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74hct138","//media.digikey.com/Renders/Texas%20Instr%20Renders/16-TSSOP.jpg","296-8388-2-ND,296-8388-1-ND,296-8388-6-ND","SN74HCT138PWR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16TSSOP","5,129","0.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HCT","Active","Decoder/Demultiplexer","1 x 3:8","1","4mA, 4mA","Single Supply","4.5V ~ 5.5V","-40°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"http://www.onsemi.com/pub/Collateral/MC74HC238A-D.PDF","//media.digikey.com/Renders/On%20Semi%20Renders/488;-751B-05;-D,-VD,-FD;-16.jpg","MC74HC238ADR2GOSTR-ND,MC74HC238ADR2GOSCT-ND,MC74HC238ADR2GOSDKR-ND","MC74HC238ADR2G","ON Semiconductor","ON Semiconductor","IC DECODER/DEMUX 1X3:8 16SOIC","3,506","0.61","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Decoder/Demultiplexer","1 x 3:8","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-55°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"https://assets.nexperia.com/documents/data-sheet/74LVC139.pdf","//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_SOT403.jpg","1727-4027-2-ND,1727-4027-1-ND,1727-4027-6-ND","74LVC139PW,118","Nexperia USA Inc.","Nexperia USA Inc.","IC DECODER/DEMUX 1X2:4 16TSSOP","3,469","0.61","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LVC","Active","Decoder/Demultiplexer","1 x 2:4","2","24mA, 24mA","Single Supply","2.7V ~ 3.6V","-40°C ~ 125°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"https://assets.nexperia.com/documents/data-sheet/74LVC139.pdf","//media.digikey.com/Photos/NXP%20Semi%20Photos/MFG_SOT403.jpg","74LVC139PW,112-ND","74LVC139PW,112","Nexperia USA Inc.","Nexperia USA Inc.","IC DECODER/DEMUX 1X2:4 16TSSOP","0","0.20854","0","2400","Tube","74LVC","Active","Decoder/Demultiplexer","1 x 2:4","2","24mA, 24mA","Single Supply","2.7V ~ 3.6V","-40°C ~ 125°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74hc138","//media.digikey.com/Renders/Texas%20Instr%20Renders/296~4040065~DB~16.JPG","296-8227-2-ND,296-8227-1-ND,296-8227-6-ND","SN74HC138DBR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16SSOP","4,688","0.71","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Decoder/Demultiplexer","1 x 3:8","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-40°C ~ 85°C","Surface Mount","16-SSOP (0.209"", 5.30mm Width)","16-SSOP"
"http://www.onsemi.com/pub/Collateral/MC74HC238A-D.PDF","//media.digikey.com/Renders/On%20Semi%20Renders/488;948F-01;DT,DTB,DB;16.jpg","MC74HC238ADTR2GOSTR-ND,MC74HC238ADTR2GOSCT-ND,MC74HC238ADTR2GOSDKR-ND","MC74HC238ADTR2G","ON Semiconductor","ON Semiconductor","IC DECODER/DEMUX 1X3:8 16TSSOP","6,279","0.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Decoder/Demultiplexer","1 x 3:8","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-55°C ~ 125°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74hc148","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-26468-2-ND,296-26468-1-ND,296-26468-6-ND","SN74HC148DR","Texas Instruments","Texas Instruments","IC PRIORITY ENCOD 1 X 8:3 16SOIC","8,706","0.67","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Priority Encoder","1 x 8:3","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"http://www.onsemi.com/pub/Collateral/MC14066B-D.PDF","//media.digikey.com/Renders/On%20Semi%20Renders/14-SOIC_751A.jpg","MC14066BDR2GOSTR-ND,MC14066BDR2GOSCT-ND,MC14066BDR2GOSDKR-ND","MC14066BDR2G","ON Semiconductor","ON Semiconductor","IC BILATERAL SW 1 X 1:1 14SOIC","10,718","0.72","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","4000B","Active","Bilateral, FET Switches","1 x 1:1","4","-","Dual Supply","3V ~ 18V","-55°C ~ 125°C","Surface Mount","14-SOIC (0.154"", 3.90mm Width)","14-SOIC"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fcd4028b","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-16702-2-ND,296-16702-1-ND,296-16702-6-ND","CD4028BM96","Texas Instruments","Texas Instruments","IC DECODER 1 X 4:10 16SOIC","4,801","0.77","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","4000B","Active","Decoder","1 x 4:10","1","6.8mA, 6.8mA","Single Supply","3V ~ 18V","-55°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"http://www.onsemi.com/pub/Collateral/MC74HC151A-D.PDF","//media.digikey.com/Renders/On%20Semi%20Renders/488;948F-01;DT,DTB,DB;16.jpg","MC74HC151ADTR2GOSTR-ND,MC74HC151ADTR2GOSCT-ND,MC74HC151ADTR2GOSDKR-ND","MC74HC151ADTR2G","ON Semiconductor","ON Semiconductor","IC DATA SELECT/MUX 1X8:1 16TSSOP","5,069","0.69","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Data Selector/Multiplexer","1 x 8:1","1","5.2mA, 5.2mA","Single Supply","2V ~ 6V","-55°C ~ 125°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"https://www.ti.com/lit/ds/scls132e/scls132e.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-14844-2-ND,296-14844-1-ND,296-14844-6-ND","SN74HC251DR","Texas Instruments","Texas Instruments","IC MULTIPLEXER 1 X 8:1 16SOIC","25,715","0.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Multiplexer","1 x 8:1","1","7.8mA, 7.8mA","Single Supply","2V ~ 6V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"https://www.ti.com/lit/ds/scls224b/scls224b.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg","296-14846-2-ND,296-14846-1-ND,296-14846-6-ND","SN74HC257DR","Texas Instruments","Texas Instruments","IC MULTIPLEXER 4 X 2:1 16SOIC","3,252","0.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Multiplexer","4 x 2:1","1","7.8mA, 7.8mA","Single Supply","2V ~ 6V","-40°C ~ 85°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74hc153","//media.digikey.com/Renders/Texas%20Instr%20Renders/16-TSSOP.jpg","296-12888-2-ND,296-12888-1-ND,296-12888-6-ND","SN74HC153PWR","Texas Instruments","Texas Instruments","IC MULTIPLEXER 2 X 4:1 16TSSOP","5,206","0.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74HC","Active","Multiplexer","2 x 4:1","1","7.8mA, 7.8mA","Single Supply","2V ~ 6V","-40°C ~ 85°C","Surface Mount","16-TSSOP (0.173"", 4.40mm Width)","16-TSSOP"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc2g157","//media.digikey.com/renders/Texas%20Instr%20Renders/US8_8_VSSOP_4200503_F.jpg","296-12605-2-ND,296-12605-1-ND,296-12605-6-ND","SN74LVC2G157DCUR","Texas Instruments","Texas Instruments","IC MULTIPLEXER 1 X 2:1 8VSSOP","8,455","0.64","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LVC","Active","Multiplexer","1 x 2:1","1","32mA, 32mA","Single Supply","1.65V ~ 5.5V","-40°C ~ 85°C","Surface Mount","8-VFSOP (0.091"", 2.30mm Width)","8-VSSOP"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc138a","//media.digikey.com/Renders/Texas%20Instr%20Renders/296~4040065~DB~16.JPG","296-8460-2-ND,296-8460-1-ND,296-8460-6-ND","SN74LVC138ADBR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16SSOP","8,925","0.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LVC","Active","Decoder/Demultiplexer","1 x 3:8","1","24mA, 24mA","Single Supply","1.65V ~ 3.6V","-40°C ~ 85°C","Surface Mount","16-SSOP (0.209"", 5.30mm Width)","16-SSOP"
"http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc138a","//media.digikey.com/Renders/Texas%20Instr%20Renders/16-VQFN,RGY%20%28exposed%20pad%29.JPG","296-13963-2-ND,296-13963-1-ND,296-13963-6-ND","SN74LVC138ARGYR","Texas Instruments","Texas Instruments","IC DECODER/DEMUX 1X3:8 16VQFN","7,218","0.65","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","74LVC","Active","Decoder/Demultiplexer","1 x 3:8","1","24mA, 24mA","Single Supply","1.65V ~ 3.6V","-40°C ~ 85°C","Surface Mount","16-VFQFN Exposed Pad","16-VQFN (4x4)"
